Timestamp,Type,Setpoint,Current,PWM
1767566846.315521,T,25.06,25.06
1767566846.3231158,I,1000.00,990.00,101.85
1767566846.3429945,I,1000.00,981.25,102.00
1767566846.3628685,I,1000.00,1000.00,102.00
1767566846.381869,I,1000.00,1005.00,101.96
1767566846.4023619,I,1000.00,983.75,102.09
1767566846.4160447,T,25.06,25.06
1767566846.4230607,I,1000.00,1003.75,102.06
1767566846.442602,I,1000.00,1003.75,102.03
1767566846.4629192,I,1000.00,998.75,102.04
1767566846.4829206,I,1000.00,1003.75,102.01
1767566846.503171,I,1000.00,1002.50,101.99
1767566846.5155678,T,25.12,25.00
1767566846.5225658,I,1000.00,996.25,102.02
1767566846.543094,I,1000.00,1006.25,101.97
1767566846.5623114,I,1000.00,992.50,102.03
1767566846.5828347,I,1000.00,1003.75,102.00
1767566846.6028116,I,1000.00,998.75,102.01
1767566846.6153176,T,25.12,25.00
1767566846.6225939,I,1000.00,1001.25,102.00
1767566846.6428125,I,1000.00,1003.75,101.97
1767566846.6626773,I,1000.00,978.75,102.14
1767566846.682678,I,1000.00,987.50,102.24
1767566846.7029212,I,1000.00,998.75,102.25
1767566846.716113,T,25.12,25.00
1767566846.723113,I,1000.00,986.25,102.36
1767566846.742591,I,1000.00,992.50,102.42
1767566846.763057,I,1000.00,1000.00,102.42
1767566846.7830625,I,1000.00,985.00,102.54
1767566846.802487,I,1000.00,996.25,102.57
1767566846.8153553,T,25.19,25.00
1767566846.8227265,I,1000.00,1000.00,102.57
1767566846.8427057,I,1000.00,986.25,102.68
1767566846.8626902,I,1000.00,995.00,102.72
1767566846.8830554,I,1000.00,1001.25,102.71
1767566846.9031267,I,1000.00,997.50,102.73
1767566846.9156036,T,25.19,25.00
1767566846.9226055,I,1000.00,1000.00,102.73
1767566846.94224,I,1000.00,998.75,102.74
1767566846.9627292,I,1000.00,1001.25,102.73
1767566846.9827383,I,1000.00,995.00,102.77
1767566847.0027208,I,1000.00,997.50,102.79
1767566847.0158894,T,25.19,25.00
1767566847.0224614,I,1000.00,998.75,102.80
1767566847.0429082,I,1000.00,993.75,102.85
1767566847.0631053,I,1000.00,982.50,102.99
1767566847.0828047,I,1000.00,997.50,103.01
1767566847.1032872,I,1000.00,997.50,103.03
1767566847.1153588,T,25.19,25.00
1767566847.1223605,I,1000.00,991.25,103.10
1767566847.1424103,I,1000.00,1003.75,103.07
1767566847.162735,I,1000.00,991.25,103.14
1767566847.182742,I,1000.00,997.50,103.16
1767566847.2029302,I,1000.00,1005.00,103.12
1767566847.215251,T,25.19,25.00
1767566847.222257,I,1000.00,990.00,103.20
1767566847.2421906,I,1000.00,997.50,103.22
1767566847.2625742,I,1000.00,1005.00,103.18
1767566847.2829885,I,1000.00,1003.75,103.15
1767566847.3026006,I,1000.00,1000.00,103.15
1767566847.3151286,T,25.19,25.00
1767566847.3231456,I,1000.00,1005.00,103.11
1767566847.3424299,I,1000.00,1002.50,103.09
1767566847.3629942,I,1000.00,1003.75,103.06
1767566847.382438,I,1000.00,1001.25,103.05
1767566847.4030306,I,1000.00,1003.75,103.02
1767566847.4161694,T,25.25,25.00
1767566847.4223585,I,1000.00,998.75,103.03
1767566847.442567,I,1000.00,987.50,103.13
1767566847.4632263,I,1000.00,1002.50,103.11
1767566847.4824557,I,1000.00,997.50,103.13
1767566847.5025403,I,1000.00,987.50,103.23
1767566847.515543,T,25.25,25.00
1767566847.5222797,I,1000.00,1000.00,103.23
1767566847.5423286,I,1000.00,991.25,103.30
1767566847.5623207,I,1000.00,986.25,103.41
1767566847.5823195,I,1000.00,995.00,103.45
1767566847.60232,I,1000.00,987.50,103.55
1767566847.6156816,T,25.25,25.00
1767566847.6233175,I,1000.00,987.50,103.65
1767566847.643178,I,1000.00,997.50,103.67
1767566847.663278,I,1000.00,1000.00,103.67
1767566847.6827168,I,1000.00,993.75,103.72
1767566847.7026973,I,1000.00,1001.25,103.71
1767566847.7157204,T,25.31,24.94
1767566847.7222354,I,1000.00,997.50,103.73
1767566847.7429366,I,1000.00,1000.00,103.73
1767566847.763042,I,1000.00,998.75,103.74
1767566847.783035,I,1000.00,997.50,103.76
1767566847.8023214,I,1000.00,998.75,103.77
1767566847.8153083,T,25.31,24.94
1767566847.8223367,I,1000.00,996.25,103.80
1767566847.842341,I,1000.00,998.75,103.81
1767566847.8629332,I,1000.00,996.25,103.84
1767566847.8827999,I,1000.00,987.50,103.94
1767566847.9027846,I,1000.00,1000.00,103.94
1767566847.9157946,T,25.31,24.94
1767566847.9228008,I,1000.00,995.00,103.98
1767566847.9429364,I,1000.00,982.50,104.12
1767566847.9630392,I,1000.00,1000.00,104.12
1767566847.9830537,I,1000.00,996.25,104.15
1767566848.0030572,I,1000.00,992.50,104.21
1767566848.0152848,T,25.37,24.94
1767566848.0223129,I,1000.00,1000.00,104.21
1767566848.0429897,I,1000.00,1007.50,104.15
1767566848.062817,I,1000.00,995.00,104.19
1767566848.0830202,I,1000.00,1002.50,104.17
1767566848.1032534,I,1000.00,1003.75,104.14
1767566848.1162105,T,25.37,24.94
1767566848.1222365,I,1000.00,1003.75,104.11
1767566848.1424642,I,1000.00,1002.50,104.09
1767566848.1624224,I,1000.00,1002.50,104.07
1767566848.1826084,I,1000.00,1006.25,104.02
1767566848.2027135,I,1000.00,1002.50,104.00
1767566848.2156775,T,25.37,24.94
1767566848.222226,I,1000.00,1002.50,103.98
1767566848.2427704,I,1000.00,995.00,104.02
1767566848.2629714,I,1000.00,996.25,104.05
1767566848.2829607,I,1000.00,1005.00,104.01
1767566848.3029718,I,1000.00,1000.00,104.01
1767566848.315991,T,25.44,24.87
1767566848.322979,I,1000.00,991.25,104.08
1767566848.342518,I,1000.00,988.75,104.17
1767566848.3626647,I,1000.00,998.75,104.18
1767566848.3826702,I,1000.00,988.75,104.27
1767566848.403033,I,1000.00,992.50,104.33
1767566848.4160337,T,25.44,24.87
1767566848.4230447,I,1000.00,1000.00,104.33
1767566848.4425552,I,1000.00,988.75,104.42
1767566848.462557,I,1000.00,996.25,104.45
1767566848.4824116,I,1000.00,1002.50,104.43
1767566848.5028846,I,1000.00,991.25,104.50
1767566848.51545,T,25.44,24.87
1767566848.5224576,I,1000.00,1000.00,104.50
1767566848.5431423,I,1000.00,1000.00,104.50
1767566848.563144,I,1000.00,1001.25,104.49
1767566848.5831523,I,1000.00,1000.00,104.49
1767566848.6026514,I,1000.00,1000.00,104.49
1767566848.6152706,T,25.56,24.87
1767566848.6227798,I,1000.00,1002.50,104.47
1767566848.6423182,I,1000.00,997.50,104.49
1767566848.6623425,I,1000.00,998.75,104.50
1767566848.6831322,I,1000.00,1000.00,104.50
1767566848.703133,I,1000.00,990.00,104.58
1767566848.715659,T,25.56,24.87
1767566848.722675,I,1000.00,985.00,104.70
1767566848.7431068,I,1000.00,995.00,104.74
1767566848.7631726,I,1000.00,985.00,104.86
1767566848.7823918,I,1000.00,986.25,104.97
1767566848.8023946,I,1000.00,995.00,105.01
1767566848.8154087,T,25.56,24.87
1767566848.8225713,I,1000.00,992.50,105.07
1767566848.8431072,I,1000.00,998.75,105.08
1767566848.8631074,I,1000.00,1006.25,105.03
1767566848.8831842,I,1000.00,991.25,105.10
1767566848.9028504,I,1000.00,1000.00,105.10
1767566848.9153564,T,25.62,24.87
1767566848.922388,I,1000.00,1007.50,105.04
1767566848.942958,I,1000.00,1005.00,105.00
1767566848.9629624,I,1000.00,1005.00,104.96
1767566848.982964,I,1000.00,993.75,105.01
1767566849.0029926,I,1000.00,1005.00,104.97
1767566849.0151424,T,25.62,24.87
1767566849.0231616,I,1000.00,993.75,105.02
1767566849.042665,I,1000.00,1003.75,104.99
1767566849.0626657,I,1000.00,997.50,105.01
1767566849.0826583,I,1000.00,1001.25,105.00
1767566849.1026585,I,1000.00,990.00,105.08
1767566849.1156573,T,25.62,24.87
1767566849.1226707,I,1000.00,1005.00,105.04
1767566849.142773,I,1000.00,998.75,105.05
1767566849.1626196,I,1000.00,988.75,105.14
1767566849.182664,I,1000.00,1003.75,105.11
1767566849.2026594,I,1000.00,995.00,105.15
1767566849.2158499,T,25.69,24.81
1767566849.2228532,I,1000.00,993.75,105.20
1767566849.243141,I,1000.00,1001.25,105.19
1767566849.2631202,I,1000.00,988.75,105.28
1767566849.283119,I,1000.00,995.00,105.32
1767566849.303157,I,1000.00,1001.25,105.31
1767566849.315115,T,25.69,24.81
1767566849.323123,I,1000.00,1000.00,105.31
1767566849.342665,I,1000.00,996.25,105.34
1767566849.3626509,I,1000.00,1003.75,105.31
1767566849.3830016,I,1000.00,1001.25,105.30
1767566849.4032156,I,1000.00,1003.75,105.27
1767566849.415228,T,25.69,24.81
1767566849.4223316,I,1000.00,1002.50,105.25
1767566849.4430816,I,1000.00,1001.25,105.24
1767566849.4632058,I,1000.00,1002.50,105.22
1767566849.4832036,I,1000.00,1000.00,105.22
1767566849.503201,I,1000.00,1002.50,105.20
1767566849.5152054,T,25.81,24.75
1767566849.5222044,I,1000.00,996.25,105.23
1767566849.5431933,I,1000.00,986.25,105.34
1767566849.5632308,I,1000.00,1001.25,105.33
1767566849.582461,I,1000.00,995.00,105.37
1767566849.603203,I,1000.00,985.00,105.49
1767566849.6153884,T,25.81,24.75
1767566849.623135,I,1000.00,993.75,105.54
1767566849.6427023,I,1000.00,990.00,105.62
1767566849.663071,I,1000.00,986.25,105.73
1767566849.6823027,I,1000.00,993.75,105.78
1767566849.702776,I,1000.00,1001.25,105.77
1767566849.715778,T,25.81,24.75
1767566849.722794,I,1000.00,993.75,105.82
1767566849.7423143,I,1000.00,998.75,105.83
1767566849.7632668,I,1000.00,998.75,105.84
1767566849.7825472,I,1000.00,1002.50,105.82
1767566849.802254,I,1000.00,1001.25,105.81
1767566849.8154805,T,25.87,24.75
1767566849.8227189,I,1000.00,997.50,105.83
1767566849.8422394,I,1000.00,1000.00,105.83
1767566849.86324,I,1000.00,997.50,105.85
1767566849.8832397,I,1000.00,996.25,105.88
1767566849.9022412,I,1000.00,998.75,105.89
1767566849.9152443,T,25.87,24.75
1767566849.9222784,I,1000.00,990.00,105.97
1767566849.9425228,I,1000.00,998.75,105.98
1767566849.9622285,I,1000.00,995.00,106.02
1767566849.9832265,I,1000.00,992.50,106.08
1767566850.0024717,I,1000.00,998.75,106.09
1767566850.0154693,T,25.87,24.75
1767566850.022491,I,1000.00,1000.00,106.09
1767566850.0430615,I,1000.00,991.25,106.16
1767566850.06307,I,1000.00,998.75,106.17
1767566850.082186,I,1000.00,1006.25,106.12
1767566850.1027317,I,1000.00,992.50,106.18
1767566850.1157353,T,25.94,24.75
1767566850.122756,I,1000.00,1000.00,106.18
1767566850.1422918,I,1000.00,1006.25,106.13
1767566850.162349,I,1000.00,995.00,106.17
1767566850.1826982,I,1000.00,1002.50,106.15
1767566850.202985,I,1000.00,1003.75,106.12
1767566850.215983,T,25.94,24.75
1767566850.2229788,I,1000.00,1005.00,106.08
1767566850.2428114,I,1000.00,1006.25,106.03
1767566850.2628603,I,1000.00,1002.50,106.01
1767566850.2830303,I,1000.00,1003.75,105.98
1767566850.3030303,I,1000.00,990.00,106.06
1767566850.3151443,T,25.94,24.75
1767566850.3225276,I,1000.00,1003.75,106.03
1767566850.343064,I,1000.00,1003.75,106.00
1767566850.3623514,I,1000.00,995.00,106.04
1767566850.3823507,I,1000.00,988.75,106.13
1767566850.4026375,I,1000.00,1000.00,106.13
1767566850.41596,T,26.06,24.69
1767566850.423041,I,1000.00,990.00,106.21
1767566850.4425824,I,1000.00,990.00,106.29
1767566850.4628506,I,1000.00,998.75,106.30
1767566850.4831164,I,1000.00,987.50,106.40
1767566850.502422,I,1000.00,996.25,106.43
1767566850.5154195,T,26.06,24.69
1767566850.5224283,I,1000.00,1003.75,106.40
1767566850.5429444,I,1000.00,991.25,106.47
1767566850.5629523,I,1000.00,997.50,106.49
1767566850.5830638,I,1000.00,1002.50,106.47
1767566850.6023557,I,1000.00,1000.00,106.47
1767566850.6154718,T,26.06,24.69
1767566850.6225326,I,1000.00,1001.25,106.46
1767566850.6430626,I,1000.00,1000.00,106.46
1767566850.6630652,I,1000.00,1002.50,106.44
1767566850.6830816,I,1000.00,1000.00,106.44
1767566850.7025862,I,1000.00,1000.00,106.44
1767566850.7159154,T,26.12,24.62
1767566850.7229261,I,1000.00,1002.50,106.42
1767566850.7425704,I,1000.00,997.50,106.44
1767566850.7626846,I,1000.00,986.25,106.55
1767566850.782593,I,1000.00,1000.00,106.55
1767566850.8025954,I,1000.00,990.00,106.63
1767566850.8159845,T,26.12,24.62
1767566850.8229947,I,1000.00,986.25,106.74
1767566850.8425314,I,1000.00,996.25,106.77
1767566850.8627996,I,1000.00,986.25,106.88
1767566850.8829129,I,1000.00,990.00,106.96
1767566850.9019132,I,1000.00,997.50,106.98
1767566850.915368,T,26.12,24.62
1767566850.922385,I,1000.00,986.25,107.09
1767566850.942909,I,1000.00,1001.25,107.08
1767566850.9628265,I,1000.00,1006.25,107.03
1767566850.9829874,I,1000.00,1006.25,106.98
1767566851.0030756,I,1000.00,996.25,107.01
1767566851.0160816,T,26.25,24.62
1767566851.0222454,I,1000.00,1007.50,106.95
1767566851.0427792,I,1000.00,997.50,106.97
1767566851.0628607,I,1000.00,998.75,106.98
1767566851.0828679,I,1000.00,996.25,107.01
1767566851.1028514,I,1000.00,1010.00,106.93
1767566851.1158555,T,26.25,24.62
1767566851.1228662,I,1000.00,995.00,106.97
1767566851.1424096,I,1000.00,986.25,107.08
1767566851.1623964,I,1000.00,1008.75,107.01
1767566851.1824126,I,1000.00,1003.75,106.98
1767566851.2024133,I,1000.00,983.75,107.11
1767566851.2159061,T,26.25,24.62
1767566851.2229238,I,1000.00,1006.25,107.06
1767566851.243171,I,1000.00,1000.00,107.06
1767566851.262198,I,1000.00,993.75,107.11
1767566851.2823777,I,1000.00,1001.25,107.10
1767566851.30236,I,1000.00,992.50,107.16
1767566851.3153687,T,26.37,24.56
1767566851.3223732,I,1000.00,996.25,107.19
1767566851.3428905,I,1000.00,1003.75,107.16
1767566851.3628852,I,1000.00,1003.75,107.13
1767566851.3828905,I,1000.00,997.50,107.15
1767566851.4022098,I,1000.00,1005.00,107.11
1767566851.4158015,T,26.37,24.56
1767566851.4237678,I,1000.00,1003.75,107.08
1767566851.4429052,I,1000.00,1007.50,107.02
