Timestamp,Type,Setpoint,Current,PWM
1767579526.684147,I,0.00,18.75,0.00
1767579526.6972315,T,24.50,24.12
1767579526.7042317,I,0.00,18.75,0.00
1767579526.7242332,I,0.00,16.25,0.00
1767579526.7442317,I,0.00,17.50,0.00
1767579526.764234,I,0.00,18.75,0.00
1767579526.7839,I,0.00,17.50,0.00
1767579526.7969,T,24.50,24.12
1767579526.8042583,I,0.00,18.75,0.00
1767579526.8235445,I,0.00,17.50,0.00
1767579526.844385,I,0.00,18.75,0.00
1767579526.8643875,I,0.00,17.50,0.00
1767579526.8842592,I,0.00,16.25,0.00
1767579526.896658,T,24.50,24.12
1767579526.903658,I,0.00,17.50,0.00
1767579526.9236577,I,0.00,17.50,0.00
1767579526.9436607,I,0.00,17.50,0.00
1767579526.96435,I,0.00,18.75,0.00
1767579526.9838653,I,0.00,17.50,0.00
1767579526.9963691,T,24.50,24.12
1767579527.0041215,I,0.00,17.50,0.00
1767579527.0236127,I,0.00,17.50,0.00
1767579527.0436873,I,0.00,17.50,0.00
1767579527.06369,I,0.00,17.50,0.00
1767579527.0841973,I,0.00,17.50,0.00
1767579527.0971973,T,24.50,24.12
1767579527.1042855,I,0.00,16.25,0.00
1767579527.1243463,I,0.00,18.75,0.00
1767579527.144347,I,0.00,17.50,0.00
1767579527.1643503,I,0.00,18.75,0.00
1767579527.1841154,I,0.00,17.50,0.00
1767579527.1971648,T,24.50,24.12
1767579527.2042158,I,0.00,18.75,0.00
1767579527.2240028,I,0.00,17.50,0.00
1767579527.2439165,I,0.00,17.50,0.00
1767579527.2639203,I,0.00,17.50,0.00
1767579527.2836328,I,0.00,17.50,0.00
1767579527.2966383,T,24.50,24.12
1767579527.3036337,I,0.00,17.50,0.00
1767579527.3242478,I,0.00,17.50,0.00
1767579527.3435783,I,0.00,17.50,0.00
1767579527.3635812,I,0.00,17.50,0.00
1767579527.383391,I,0.00,18.75,0.00
1767579527.3964658,T,24.50,24.12
1767579527.403466,I,0.00,17.50,0.00
1767579527.4239213,I,0.00,17.50,0.00
1767579527.444277,I,0.00,17.50,0.00
1767579527.4643648,I,0.00,18.75,0.00
1767579527.4838703,I,0.00,17.50,0.00
1767579527.4968705,T,24.50,24.12
1767579527.5038705,I,0.00,17.50,0.00
1767579527.5238743,I,0.00,17.50,0.00
1767579527.5440078,I,0.00,16.25,0.00
1767579527.5641785,I,0.00,17.50,0.00
1767579527.5838244,I,0.00,17.50,0.00
1767579527.5969706,T,24.50,24.12
1767579527.604037,I,0.00,18.75,0.00
1767579527.6240373,I,0.00,17.50,0.00
1767579527.6442275,I,0.00,18.75,0.00
1767579527.6642756,I,0.00,17.50,0.00
1767579527.683935,I,0.00,16.25,0.00
1767579527.6969345,T,24.50,24.12
1767579527.7039351,I,0.00,17.50,0.00
1767579527.7239347,I,0.00,17.50,0.00
1767579527.7439346,I,0.00,18.75,0.00
1767579527.7641206,I,0.00,17.50,0.00
1767579527.7836967,I,0.00,18.75,0.00
1767579527.7966971,T,24.50,24.12
1767579527.8036969,I,0.00,17.50,0.00
1767579527.823764,I,0.00,17.50,0.00
1767579527.8437638,I,0.00,17.50,0.00
1767579527.8637652,I,0.00,16.25,0.00
1767579527.8842719,I,0.00,17.50,0.00
1767579527.896852,T,24.50,24.12
1767579527.904224,I,0.00,17.50,0.00
1767579527.9242249,I,0.00,17.50,0.00
1767579527.9442246,I,0.00,17.50,0.00
1767579527.9640386,I,0.00,17.50,0.00
1767579527.9842494,I,0.00,16.25,0.00
1767579527.9973092,T,24.50,24.12
1767579528.0043085,I,0.00,18.75,0.00
1767579528.0243084,I,0.00,17.50,0.00
1767579528.043432,I,0.00,17.50,0.00
1767579528.064432,I,1000.00,18.75,7.85
1767579528.0839376,I,1000.00,81.25,15.20
1767579528.0969377,T,24.50,24.12
1767579528.1039379,I,1000.00,162.50,21.90
1767579528.124014,I,1000.00,226.25,28.09
1767579528.1435838,I,1000.00,291.25,33.76
1767579528.1638532,I,1000.00,341.25,39.03
1767579528.1841567,I,1000.00,400.00,43.83
1767579528.1970046,T,24.50,24.12
1767579528.2040858,I,1000.00,438.75,48.32
1767579528.223788,I,1000.00,495.00,52.36
1767579528.2435677,I,1000.00,528.75,56.13
1767579528.2635753,I,1000.00,556.25,59.68
1767579528.2840803,I,1000.00,605.00,62.84
1767579528.2970805,T,24.50,24.12
1767579528.3040807,I,1000.00,625.00,65.84
1767579528.3237004,I,1000.00,643.75,68.69
1767579528.3442006,I,1000.00,682.50,71.23
1767579528.3642085,I,1000.00,712.50,73.53
1767579528.3842244,I,1000.00,722.50,75.75
1767579528.396303,T,24.50,24.12
1767579528.4034274,I,1000.00,755.00,77.71
1767579528.4234257,I,1000.00,780.00,79.47
1767579528.4444258,I,1000.00,788.75,81.16
1767579528.464429,I,1000.00,816.25,82.63
1767579528.4838686,I,1000.00,826.25,84.02
1767579528.496869,T,24.50,24.12
1767579528.5038693,I,1000.00,838.75,85.31
1767579528.5239377,I,1000.00,857.50,86.45
1767579528.5440865,I,1000.00,863.75,87.54
1767579528.5640886,I,1000.00,876.25,88.53
1767579528.5835953,I,1000.00,886.25,89.44
1767579528.5965953,T,24.50,24.12
1767579528.603595,I,1000.00,892.50,90.30
1767579528.6235952,I,1000.00,906.25,91.05
1767579528.6437771,I,1000.00,913.75,91.74
1767579528.6639507,I,1000.00,910.00,92.46
1767579528.6837423,I,1000.00,926.25,93.05
1767579528.696742,T,24.50,24.12
1767579528.7037485,I,1000.00,927.50,93.63
1767579528.7238102,I,1000.00,917.50,94.29
1767579528.743915,I,1000.00,943.75,94.74
1767579528.7639186,I,1000.00,933.75,95.27
1767579528.784425,I,1000.00,936.25,95.78
1767579528.796425,T,24.50,24.12
1767579528.8035054,I,1000.00,947.50,96.20
1767579528.823505,I,1000.00,950.00,96.60
1767579528.8439784,I,1000.00,947.50,97.02
1767579528.8640785,I,1000.00,967.50,97.28
1767579528.884653,I,1000.00,957.50,97.62
1767579528.8966806,T,24.50,24.12
1767579528.9037366,I,1000.00,958.75,97.95
1767579528.923805,I,1000.00,967.50,98.21
1767579528.9438012,I,1000.00,977.50,98.39
1767579528.9638045,I,1000.00,975.00,98.59
1767579528.9837565,I,1000.00,981.25,98.74
1767579528.9968574,T,24.50,24.12
1767579529.0038576,I,1000.00,977.50,98.92
1767579529.0241148,I,1000.00,980.00,99.08
1767579529.0441785,I,1000.00,990.00,99.16
1767579529.0641801,I,1000.00,986.25,99.27
1767579529.0836887,I,1000.00,988.75,99.36
1767579529.0966864,T,24.50,24.12
1767579529.1037667,I,1000.00,983.75,99.49
1767579529.1236262,I,1000.00,985.00,99.61
1767579529.1436267,I,1000.00,988.75,99.70
1767579529.163986,I,1000.00,978.75,99.87
1767579529.1844933,I,1000.00,986.25,99.98
1767579529.1965783,T,24.50,24.12
1767579529.2035778,I,1000.00,982.50,100.12
1767579529.2242384,I,1000.00,981.25,100.27
1767579529.244289,I,1000.00,985.00,100.39
1767579529.2642908,I,1000.00,990.00,100.47
1767579529.2837956,I,1000.00,978.75,100.64
1767579529.296959,T,24.50,24.12
1767579529.304105,I,1000.00,987.50,100.74
1767579529.3241048,I,1000.00,993.75,100.79
1767579529.3441048,I,1000.00,978.75,100.96
1767579529.3643444,I,1000.00,988.75,101.05
1767579529.3838542,I,1000.00,1002.50,101.03
1767579529.397401,T,24.50,24.12
1767579529.4029794,I,1000.00,1002.50,101.01
1767579529.4238532,I,1000.00,996.25,101.04
1767579529.4439905,I,1000.00,1005.00,101.00
1767579529.4636903,I,1000.00,1002.50,100.98
1767579529.4840057,I,1000.00,992.50,101.04
1767579529.4970055,T,24.50,24.12
1767579529.504009,I,1000.00,998.75,101.05
1767579529.5241075,I,1000.00,1003.75,101.02
1767579529.5441074,I,1000.00,1000.00,101.02
1767579529.563622,I,1000.00,1000.00,101.02
1767579529.5834806,I,1000.00,1002.50,101.00
1767579529.5964835,T,24.50,24.12
1767579529.6039705,I,1000.00,996.25,101.03
1767579529.6242871,I,1000.00,985.00,101.15
1767579529.6442933,I,1000.00,1001.25,101.14
1767579529.663995,I,1000.00,995.00,101.18
1767579529.683594,I,1000.00,983.75,101.31
1767579529.6965897,T,24.56,24.12
1767579529.70359,I,1000.00,990.00,101.39
1767579529.7236655,I,1000.00,985.00,101.51
1767579529.7436652,I,1000.00,985.00,101.63
1767579529.7636662,I,1000.00,995.00,101.67
1767579529.7842858,I,1000.00,998.75,101.68
1767579529.7965508,T,24.56,24.12
1767579529.804363,I,1000.00,986.25,101.79
1767579529.823661,I,1000.00,996.25,101.82
1767579529.8441582,I,1000.00,995.00,101.86
1767579529.8636642,I,1000.00,990.00,101.94
1767579529.8837557,I,1000.00,996.25,101.97
1767579529.8968294,T,24.56,24.12
1767579529.9039047,I,1000.00,993.75,102.02
1767579529.9239051,I,1000.00,1007.50,101.96
1767579529.9440293,I,1000.00,995.00,102.00
1767579529.964099,I,1000.00,992.50,102.06
1767579529.9836428,I,1000.00,1006.25,102.01
1767579529.9966428,T,24.56,24.12
1767579530.0037017,I,1000.00,998.75,102.02
1767579530.0237744,I,1000.00,1005.00,101.98
1767579530.0438492,I,1000.00,995.00,102.02
1767579530.0638502,I,1000.00,995.00,102.06
1767579530.084357,I,1000.00,990.00,102.14
1767579530.096357,T,24.56,24.12
1767579530.104357,I,1000.00,1001.25,102.13
1767579530.1235394,I,1000.00,991.25,102.20
1767579530.143648,I,1000.00,988.75,102.29
1767579530.1646535,I,1000.00,1000.00,102.29
1767579530.1841562,I,1000.00,987.50,102.39
1767579530.1973014,T,24.56,24.12
1767579530.2042966,I,1000.00,991.25,102.46
1767579530.2238097,I,1000.00,1001.25,102.45
1767579530.243889,I,1000.00,987.50,102.55
1767579530.2638958,I,1000.00,995.00,102.59
1767579530.2844043,I,1000.00,1003.75,102.56
1767579530.2964685,T,24.62,24.12
1767579530.3034678,I,1000.00,1000.00,102.56
1767579530.324468,I,1000.00,996.25,102.59
1767579530.3435564,I,1000.00,1001.25,102.58
1767579530.363578,I,1000.00,998.75,102.59
1767579530.3843641,I,1000.00,1001.25,102.58
1767579530.3968766,T,24.62,24.12
1767579530.4038794,I,1000.00,997.50,102.60
1767579530.4238763,I,1000.00,998.75,102.61
1767579530.4440825,I,1000.00,998.75,102.62
1767579530.4638667,I,1000.00,990.00,102.70
1767579530.4842567,I,1000.00,1000.00,102.70
1767579530.4968889,T,24.62,24.12
1767579530.5039775,I,1000.00,995.00,102.74
1767579530.523967,I,1000.00,982.50,102.88
1767579530.5439723,I,1000.00,997.50,102.90
1767579530.5639696,I,1000.00,990.00,102.98
1767579530.5836115,I,1000.00,981.25,103.13
1767579530.596788,T,24.69,24.12
1767579530.6041098,I,1000.00,998.75,103.14
1767579530.6241822,I,1000.00,996.25,103.17
1767579530.6445215,I,1000.00,990.00,103.25
1767579530.6636083,I,1000.00,998.75,103.26
1767579530.684115,I,1000.00,1006.25,103.21
1767579530.6972768,T,24.69,24.12
1767579530.7043338,I,1000.00,991.25,103.28
1767579530.7243338,I,1000.00,998.75,103.29
1767579530.744613,I,1000.00,1001.25,103.28
1767579530.763765,I,1000.00,1003.75,103.25
1767579530.7839267,I,1000.00,1001.25,103.24
1767579530.7971025,T,24.69,24.12
1767579530.8041031,I,1000.00,1001.25,103.23
1767579530.8243492,I,1000.00,1006.25,103.18
1767579530.8437467,I,1000.00,1003.75,103.15
1767579530.8638182,I,1000.00,1001.25,103.14
1767579530.8843184,I,1000.00,1002.50,103.12
1767579530.8973188,T,24.69,24.06
1767579530.9043186,I,1000.00,997.50,103.14
1767579530.924411,I,1000.00,1000.00,103.14
1767579530.9444652,I,1000.00,1002.50,103.12
1767579530.9644687,I,1000.00,996.25,103.15
1767579530.9839733,I,1000.00,985.00,103.27
1767579530.9965448,T,24.69,24.06
1767579531.0035443,I,1000.00,997.50,103.29
1767579531.0236938,I,1000.00,987.50,103.39
1767579531.0444565,I,1000.00,988.75,103.48
1767579531.063549,I,1000.00,997.50,103.50
1767579531.0840564,I,1000.00,986.25,103.61
1767579531.097057,T,24.69,24.06
1767579531.1040564,I,1000.00,990.00,103.69
1767579531.1240575,I,1000.00,997.50,103.71
1767579531.1441364,I,1000.00,997.50,103.73
1767579531.163666,I,1000.00,992.50,103.79
1767579531.1841748,I,1000.00,997.50,103.81
1767579531.1971745,T,24.81,24.06
1767579531.204175,I,1000.00,997.50,103.83
1767579531.2241745,I,1000.00,992.50,103.89
1767579531.2441754,I,1000.00,997.50,103.91
1767579531.2641828,I,1000.00,997.50,103.93
1767579531.2836854,I,1000.00,998.75,103.94
1767579531.2966866,T,24.81,24.06
1767579531.3037682,I,1000.00,996.25,103.97
1767579531.3238163,I,1000.00,997.50,103.99
1767579531.343816,I,1000.00,995.00,104.03
1767579531.3645277,I,1000.00,997.50,104.05
1767579531.3843615,I,1000.00,1008.75,103.98
1767579531.3963594,T,24.81,24.06
1767579531.4043603,I,1000.00,992.50,104.04
1767579531.4243658,I,1000.00,993.75,104.09
1767579531.4438756,I,1000.00,993.75,104.14
1767579531.4640946,I,1000.00,1002.50,104.12
1767579531.4837422,I,1000.00,991.25,104.19
1767579531.4965296,T,24.87,24.06
1767579531.503527,I,1000.00,1000.00,104.19
1767579531.5235264,I,1000.00,993.75,104.24
1767579531.5436058,I,1000.00,991.25,104.31
1767579531.5639699,I,1000.00,998.75,104.32
1767579531.5835428,I,1000.00,1005.00,104.28
1767579531.5967438,T,24.87,24.06
1767579531.6037438,I,1000.00,992.50,104.34
1767579531.623804,I,1000.00,1001.25,104.33
1767579531.643804,I,1000.00,1003.75,104.30
1767579531.6638925,I,1000.00,1002.50,104.28
1767579531.6833966,I,1000.00,1001.25,104.27
1767579531.696557,T,24.87,24.06
1767579531.7035599,I,1000.00,1000.00,104.27
1767579531.7236822,I,1000.00,1003.75,104.24
1767579531.7437432,I,1000.00,1002.50,104.22
1767579531.763821,I,1000.00,1000.00,104.22
1767579531.7843263,I,1000.00,1002.50,104.20
1767579531.7964036,T,24.94,24.00
1767579531.8035002,I,1000.00,998.75,104.21
1767579531.8235,I,1000.00,1001.25,104.20
1767579531.8445601,I,1000.00,1002.50,104.18
1767579531.8635626,I,1000.00,993.75,104.23
1767579531.8842275,I,1000.00,986.25,104.34
1767579531.8972282,T,24.94,24.00
1767579531.9042277,I,1000.00,1000.00,104.34
1767579531.923979,I,1000.00,990.00,104.42
1767579531.944246,I,1000.00,986.25,104.53
1767579531.9636247,I,1000.00,995.00,104.57
1767579531.984133,I,1000.00,987.50,104.67
1767579531.9964457,T,24.94,24.00
1767579532.0034487,I,1000.00,987.50,104.77
1767579532.023449,I,1000.00,997.50,104.79
1767579532.044449,I,1000.00,998.75,104.80
1767579532.0644526,I,1000.00,992.50,104.86
1767579532.0842783,I,1000.00,1000.00,104.86
1767579532.096409,T,25.06,24.00
1767579532.1044126,I,1000.00,997.50,104.88
1767579532.12424,I,1000.00,1001.25,104.87
1767579532.144306,I,1000.00,1000.00,104.87
1767579532.1643693,I,1000.00,996.25,104.90
1767579532.1838768,I,1000.00,998.75,104.91
1767579532.1968768,T,25.06,24.00
1767579532.203877,I,1000.00,997.50,104.93
1767579532.2240543,I,1000.00,996.25,104.96
1767579532.2441523,I,1000.00,997.50,104.98
1767579532.2641568,I,1000.00,991.25,105.05
1767579532.283671,I,1000.00,1007.50,104.99
1767579532.2966707,T,25.06,24.00
1767579532.303701,I,1000.00,993.75,105.04
1767579532.3236694,I,1000.00,992.50,105.10
1767579532.3436706,I,1000.00,996.25,105.13
1767579532.3636854,I,1000.00,1001.25,105.12
1767579532.3841934,I,1000.00,991.25,105.19
1767579532.3971956,T,25.12,24.00
1767579532.4041955,I,1000.00,997.50,105.21
1767579532.4241953,I,1000.00,1005.00,105.17
1767579532.4442873,I,1000.00,991.25,105.24
1767579532.4642923,I,1000.00,998.75,105.25
1767579532.483809,I,1000.00,1005.00,105.21
1767579532.4970012,T,25.12,24.00
1767579532.5042095,I,1000.00,991.25,105.28
1767579532.5234506,I,1000.00,1002.50,105.26
1767579532.544454,I,1000.00,1002.50,105.24
1767579532.5640852,I,1000.00,1002.50,105.22
1767579532.5842206,I,1000.00,1002.50,105.20
1767579532.5972214,T,25.12,24.00
1767579532.6043177,I,1000.00,1002.50,105.18
1767579532.6243904,I,1000.00,1005.00,105.14
1767579532.6445572,I,1000.00,1001.25,105.13
1767579532.6640759,I,1000.00,1002.50,105.11
1767579532.6840081,I,1000.00,1005.00,105.07
1767579532.697192,T,25.19,23.94
1767579532.7042623,I,1000.00,998.75,105.08
1767579532.724262,I,1000.00,990.00,105.16
1767579532.744261,I,1000.00,1002.50,105.14
1767579532.7642672,I,1000.00,997.50,105.16
1767579532.7837908,I,1000.00,987.50,105.26
1767579532.7967815,T,25.19,23.94
1767579532.8037822,I,1000.00,996.25,105.29
1767579532.8237803,I,1000.00,990.00,105.37
1767579532.8440454,I,1000.00,988.75,105.46
1767579532.8641238,I,1000.00,996.25,105.49
1767579532.8840997,I,1000.00,987.50,105.59
1767579532.897099,T,25.19,23.94
1767579532.9040992,I,1000.00,991.25,105.66
1767579532.9240994,I,1000.00,1000.00,105.66
1767579532.9442015,I,1000.00,998.75,105.67
1767579532.963679,I,1000.00,993.75,105.72
1767579532.983738,I,1000.00,998.75,105.73
1767579532.9967437,T,25.31,23.87
1767579533.003972,I,1000.00,998.75,105.74
1767579533.0236914,I,1000.00,1000.00,105.74
1767579533.043691,I,1000.00,1001.25,105.73
1767579533.063852,I,1000.00,998.75,105.74
1767579533.0834253,I,1000.00,1001.25,105.73
1767579533.096577,T,25.31,23.87
1767579533.1035774,I,1000.00,995.00,105.77
1767579533.123577,I,1000.00,1000.00,105.77
1767579533.1435812,I,1000.00,1000.00,105.77
1767579533.163578,I,1000.00,991.25,105.84
1767579533.1840947,I,1000.00,1002.50,105.82
1767579533.197094,T,25.31,23.87
1767579533.2040944,I,1000.00,997.50,105.84
1767579533.2240934,I,1000.00,988.75,105.93
1767579533.2440937,I,1000.00,986.25,106.04
1767579533.26425,I,1000.00,1005.00,106.00
1767579533.2838454,I,1000.00,986.25,106.11
1767579533.2968464,T,25.44,23.87
1767579533.3038454,I,1000.00,1002.50,106.09
1767579533.3238456,I,1000.00,1007.50,106.03
1767579533.3438458,I,1000.00,995.00,106.07
1767579533.3641891,I,1000.00,1002.50,106.05
1767579533.383709,I,1000.00,1010.00,105.97
1767579533.397221,T,25.44,23.87
1767579533.403954,I,1000.00,998.75,105.98
1767579533.4241815,I,1000.00,995.00,106.02
1767579533.4442446,I,1000.00,1008.75,105.95
1767579533.4642444,I,1000.00,997.50,105.97
1767579533.4839733,I,1000.00,996.25,106.00
1767579533.497042,T,25.44,23.87
1767579533.5040412,I,1000.00,997.50,106.02
1767579533.5244899,I,1000.00,1007.50,105.96
1767579533.5445466,I,1000.00,998.75,105.97
1767579533.5635462,I,1000.00,997.50,105.99
1767579533.5840647,I,1000.00,998.75,106.00
1767579533.5970662,T,25.56,23.87
1767579533.6040637,I,1000.00,993.75,106.05
1767579533.6241753,I,1000.00,992.50,106.11
1767579533.6441767,I,1000.00,1007.50,106.05
1767579533.664175,I,1000.00,1001.25,106.04
1767579533.683789,I,1000.00,992.50,106.10
1767579533.6968806,T,25.56,23.87
1767579533.7038784,I,1000.00,998.75,106.11
1767579533.7238784,I,1000.00,996.25,106.14
1767579533.7440195,I,1000.00,991.25,106.21
1767579533.764179,I,1000.00,998.75,106.22
1767579533.783687,I,1000.00,1006.25,106.17
1767579533.7966895,T,25.56,23.87
1767579533.803688,I,1000.00,996.25,106.20
1767579533.8238487,I,1000.00,1002.50,106.18
1767579533.8441255,I,1000.00,1003.75,106.15
1767579533.8637502,I,1000.00,998.75,106.16
1767579533.8839831,I,1000.00,1003.75,106.13
1767579533.8971045,T,25.69,23.81
1767579533.9041042,I,1000.00,1003.75,106.10
1767579533.9243538,I,1000.00,1006.25,106.05
1767579533.9443536,I,1000.00,1006.25,106.00
1767579533.9644375,I,1000.00,993.75,106.05
1767579533.9840055,I,1000.00,1005.00,106.01
1767579533.9971683,T,25.69,23.81
1767579534.0041692,I,1000.00,1000.00,106.01
1767579534.0244849,I,1000.00,1001.25,106.00
1767579534.044485,I,1000.00,995.00,106.04
1767579534.0635693,I,1000.00,993.75,106.09
1767579534.0840802,I,1000.00,990.00,106.17
1767579534.0970824,T,25.69,23.81
1767579534.10408,I,1000.00,1000.00,106.17
1767579534.124363,I,1000.00,990.00,106.25
1767579534.144413,I,1000.00,991.25,106.32
1767579534.163843,I,1000.00,998.75,106.33
1767579534.1841915,I,1000.00,988.75,106.42
1767579534.197341,T,25.75,23.75
1767579534.203867,I,1000.00,992.50,106.48
1767579534.2238624,I,1000.00,1001.25,106.47
1767579534.2438629,I,1000.00,987.50,106.57
1767579534.2638628,I,1000.00,995.00,106.61
1767579534.2843733,I,1000.00,1000.00,106.61
1767579534.2965422,T,25.75,23.75
1767579534.3035982,I,1000.00,1001.25,106.60
1767579534.3236861,I,1000.00,998.75,106.61
1767579534.3436916,I,1000.00,1000.00,106.61
1767579534.3636913,I,1000.00,1000.00,106.61
1767579534.3838668,I,1000.00,1000.00,106.61
1767579534.3970416,T,25.75,23.75
1767579534.4040418,I,1000.00,998.75,106.62
1767579534.4237163,I,1000.00,1001.25,106.61
1767579534.4437199,I,1000.00,998.75,106.62
1767579534.4637797,I,1000.00,990.00,106.70
1767579534.484301,I,1000.00,1003.75,106.67
1767579534.4969008,T,25.87,23.75
1767579534.503913,I,1000.00,996.25,106.70
1767579534.52432,I,1000.00,986.25,106.81
1767579534.5443752,I,1000.00,1000.00,106.81
1767579534.5643756,I,1000.00,995.00,106.85
1767579534.584388,I,1000.00,985.00,106.97
1767579534.5967066,T,25.87,23.75
1767579534.6040058,I,1000.00,992.50,107.03
1767579534.6240058,I,1000.00,996.25,107.06
1767579534.6442666,I,1000.00,995.00,107.10
1767579534.6642654,I,1000.00,1002.50,107.08
1767579534.6840203,I,1000.00,1010.00,107.00
1767579534.6971014,T,25.87,23.75
1767579534.7028646,I,1000.00,988.75,107.09
1767579534.724255,I,1000.00,1005.00,107.05
1767579534.7438781,I,1000.00,1007.50,106.99
1767579534.7644784,I,1000.00,996.25,107.02
1767579534.7839062,I,1000.00,1006.25,106.97
1767579534.7971878,T,26.00,23.75
1767579534.804188,I,1000.00,996.25,107.00
1767579534.824188,I,1000.00,998.75,107.01
1767579534.8439047,I,1000.00,1008.75,106.94
1767579534.864266,I,1000.00,997.50,106.96
1767579534.8838217,I,1000.00,997.50,106.98
1767579534.8969443,T,26.00,23.75
1767579534.9039447,I,1000.00,992.50,107.04
1767579534.9239411,I,1000.00,1006.25,106.99
1767579534.9444451,I,1000.00,997.50,107.01
1767579534.9635227,I,1000.00,998.75,107.02
1767579534.983601,I,1000.00,992.50,107.08
1767579534.9969783,T,26.00,23.75
1767579535.0039814,I,1000.00,1003.75,107.05
1767579535.0242803,I,1000.00,995.00,107.09
1767579535.044331,I,1000.00,992.50,107.15
1767579535.063496,I,1000.00,1000.00,107.15
1767579535.084134,I,1000.00,992.50,107.21
1767579535.0971317,T,26.12,23.69
1767579535.1041317,I,1000.00,998.75,107.22
1767579535.124206,I,1000.00,1003.75,107.19
1767579535.144206,I,1000.00,1005.00,107.15
1767579535.164206,I,1000.00,998.75,107.16
1767579535.1837142,I,1000.00,1005.00,107.12
1767579535.1971478,T,26.12,23.69
1767579535.2042096,I,1000.00,1005.00,107.08
1767579535.2242093,I,1000.00,1000.00,107.08
1767579535.2442136,I,1000.00,1005.00,107.04
1767579535.264219,I,1000.00,1003.75,107.01
1767579535.283415,I,1000.00,1003.75,106.98
1767579535.2965474,T,26.12,23.69
1767579535.3035486,I,1000.00,993.75,107.03
1767579535.323598,I,1000.00,1002.50,107.01
1767579535.3436532,I,1000.00,998.75,107.02
1767579535.3636532,I,1000.00,990.00,107.10
1767579535.3843548,I,1000.00,1005.00,107.06
1767579535.3963542,T,26.25,23.62
1767579535.4043548,I,1000.00,1000.00,107.06
1767579535.4238615,I,1000.00,990.00,107.14
1767579535.4438615,I,1000.00,992.50,107.20
1767579535.463987,I,1000.00,997.50,107.22
1767579535.4835017,I,1000.00,988.75,107.31
1767579535.4965005,T,26.25,23.62
1767579535.5035007,I,1000.00,996.25,107.34
